"Line","Type","Content"
"7221","VERY_LONG_LINE","Length=1111 | sau đó tuỳ cương vị của tôi trong xã hội mà tôi là cán bộ, đảng viên, lính hay tướng... Tuỳ theo các"
"7227","TRANG_MERGED_WITH_CONTENT","## TRANG 547"
"7232","VERY_LONG_LINE","Length=1209 | Nhân cách là cái phạm trù có mặt trong mọi xã hội, dù cho nó cao hay thấp đến đâu, là cái mọi con ng"
"7236","TRANG_MERGED_WITH_CONTENT","## TRANG 548"
"7239","VERY_LONG_LINE","Length=868 | những trung thần, những người thủy chung vì cái họ cho là đạo nghĩa. Nếu như họ không có ảnh hưởng v"
"7245","TRANG_MERGED_WITH_CONTENT","## TRANG 549"
"7250","VERY_LONG_LINE","Length=1014 | Dù cho xã hội là tổng thể luận hay cá nhân luận, thì cái không thay đổi trong mọi xã hội là sự quý t"
"7256","TRANG_MERGED_WITH_CONTENT","## TRANG 550"
"7265","TRANG_MERGED_WITH_CONTENT","## TRANG 551"
"7269","VERY_LONG_LINE","Length=943 | Thế giới đang khủng hoảng sâu sắc về nhân cách. Khi cá nhân luận phát triển lệch lạc, con người lao "
"7277","TRANG_MERGED_WITH_CONTENT","## TRANG 552"
"7290","TRANG_MERGED_WITH_CONTENT","## TRANG 553"
"7295","VERY_LONG_LINE","Length=854 | Cả ba đặc điểm này đều từ ngoài vào, không phải có sẵn trong tư tưởng dân tộc, nhưng những mầm mống "
"7301","TRANG_MERGED_WITH_CONTENT","## TRANG 554"
"7315","TRANG_MERGED_WITH_CONTENT","## TRANG 555"
"7334","TRANG_MERGED_WITH_CONTENT","## TRANG 556"
"7339","VERY_LONG_LINE","Length=867 | Những điều dưới đây là rút ra từ chương ""Trí thức Việt Nam xưa với văn hóa"" trong quyển ""Tiếp xúc vă"
"7345","TRANG_MERGED_WITH_CONTENT","## TRANG 557"
"7350","VERY_LONG_LINE","Length=1150 | Phần còn lại theo những mục như sau: Chính trị 99 quyển nói về bang giao, quan chức; Địa lý 267 quyể"
"7356","TRANG_MERGED_WITH_CONTENT","## TRANG 558"
"7361","VERY_LONG_LINE","Length=1192 | Phải thay đổi cách nhìn theo con đường kỹ thuật của phương Tây, tức phải là phá vỡ cái truyền thống "
"7367","TRANG_MERGED_WITH_CONTENT","## TRANG 559"
"7371","VERY_LONG_LINE","Length=834 | Trước hết, trình bày qua các sách về pháp luật trong Viện Hán Nôm. Có 18 công trình về pháp luật trư"
"7379","TRANG_MERGED_WITH_CONTENT","## TRANG 560"
"7390","TRANG_MERGED_WITH_CONTENT","## TRANG 561"
"7401","TRANG_MERGED_WITH_CONTENT","## TRANG 562"
"7406","VERY_LONG_LINE","Length=903 | 9. Con đường đổi mới văn hóa Việt Nam, duy trì chủ nghĩa xã hội như vậy là dựa trên bốn thành tố: Ha"
"7412","TRANG_MERGED_WITH_CONTENT","## TRANG 563"
"7419","TRANG_MERGED_WITH_CONTENT","## TRANG 564"
"7428","VERY_LONG_LINE","Length=811 | Nước Việt Nam đã gia nhập ASEAN. Nhìn về kinh tế, ưu thế chưa phải về phía Việt Nam. Điều đó có thể "
"7432","TRANG_MERGED_WITH_CONTENT","## TRANG 565"
"7437","VERY_LONG_LINE","Length=1187 | Tôi xin nói về một điểm khác, thuộc phạm vi nghiên cứu của tôi: Văn hóa Việt Nam trong cơ chế thị tr"
"7441","TRANG_MERGED_WITH_CONTENT","## TRANG 566"
"7455","TRANG_MERGED_WITH_CONTENT","## TRANG 567"
"7457","VERY_LONG_LINE","Length=1375 | Việt Nam đã tiếp xúc và học tập được hai nền văn<br>hóa có uy tín nhất thế giới là văn hóa Trung Hoa"
"7461","TRANG_MERGED_WITH_CONTENT","## TRANG 568"
"7465","VERY_LONG_LINE","Length=827 | Tôi muốn nói đến bề dày văn hóa của người Việt Nam. Tôi đọc sách thuốc Trung Hoa thấy người Trung Ho"
"7471","TRANG_MERGED_WITH_CONTENT","## TRANG 569"
"7476","VERY_LONG_LINE","Length=939 | Con người khác nhau rất xa về học vấn, trí tuệ, nhưng thời gian sống dành cho mọi người không hơn nh"
"7480","TRANG_MERGED_WITH_CONTENT","## TRANG 570"
"7489","TRANG_MERGED_WITH_CONTENT","## TRANG 571"
"7491","VERY_LONG_LINE","Length=1481 | lời nhạc dựa theo nhạc Pháp khá sống sượng chẳng có<br>chút thi vị nào ? Riêng về mặt ngôn ngữ. Lời "
"7495","TRANG_MERGED_WITH_CONTENT","## TRANG 572"
"7500","VERY_LONG_LINE","Length=863 | Tôi đã đọc nhiều công trình coi thường sự đóng góp của giai đoạn 1933-1940. Tôi rất tiếc là các nhà "
"7504","TRANG_MERGED_WITH_CONTENT","## TRANG 573"
"7511","VERY_LONG_LINE","Length=1025 | Việt Nam không thể so sánh với ĐNA với những quần thể kiến trúc bậc nhất thế giới. Về điều khắc cổ c"
"7515","TRANG_MERGED_WITH_CONTENT","## TRANG 574"
"7524","TRANG_MERGED_WITH_CONTENT","## TRANG 575"
"7535","TRANG_MERGED_WITH_CONTENT","## TRANG 576"
"7540","VERY_LONG_LINE","Length=1027 | Đã thế, sự tiếp thu văn hóa là tiếp thu dòng thời. Nhưng văn hóa phương Tây hiện nay lại không phải "
"7544","TRANG_MERGED_WITH_CONTENT","## TRANG 577"
"7555","TRANG_MERGED_WITH_CONTENT","## TRANG 578"
"7560","VERY_LONG_LINE","Length=832 | Các tiểu thuyết này lúc đầu vào DNA qua người Hoa di cư rất đông đảo ở đây. Sau đó số người Hoa bắt "
"7564","TRANG_MERGED_WITH_CONTENT","## TRANG 579"
"7577","TRANG_MERGED_WITH_CONTENT","## TRANG 580"
"7586","TRANG_MERGED_WITH_CONTENT","## TRANG 581"
"7611","TRANG_MERGED_WITH_CONTENT","## TRANG 582"
"7630","TRANG_MERGED_WITH_CONTENT","## TRANG 583"
"7653","TRANG_MERGED_WITH_CONTENT","## TRANG 584"
"7660","TRANG_MERGED_WITH_CONTENT","## TRANG 585"
